id_produto,nome_medicamento,categoria_regulatoria,numero_registro_produto,data_vencimento_registro,numero_processo,classe_terapeutica,cod_empresa,empresa_detentora_registro,principio_ativo
8378,cefalotina sódica,GENÉRICO,155620056,2030-01-06,25351665621201811,ANTIBIOTICOS SISTEMICOS SIMPLES,05439635000103,ANTIBIÓTICOS DO BRASIL LTDA,CEFALOTINA SODICA
8379,cefazolina sódica,GENÉRICO,172230005,2025-01-07,25351560736201811,CEFALOSPORINAS,16590191000129,BLAU FARMACEUTICA GOIAS LTDA.,CEFAZOLINA SÓDICA
8380,cefazolina sódica,GENÉRICO,100630247,2028-01-12,25351788353201813,CEFALOSPORINAS,33258401000103,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,CEFAZOLINA SÓDICA
8381,cefazolina sódica,GENÉRICO,155620055,2029-01-09,25351648885201819,ANTIBIOTICOS SISTEMICOS SIMPLES,05439635000103,ANTIBIÓTICOS DO BRASIL LTDA,CEFAZOLINA SÓDICA
8382,cefoxitina sódica,GENÉRICO,100410203,2026-01-01,25351936275202086,CEFALOSPORINAS,49324221000104,FRESENIUS KABI BRASIL LTDA,CEFOXITINA SÓDICA
8383,ceftriaxona dissódica,GENÉRICO,103700712,2028-01-01,25351120882201564,CEFALOSPORINAS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CEFTRIAXONA +  CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
8384,ceftriaxona dissódica hemieptaidratada,GENÉRICO,100430706,2025-01-03,253510014270012,CEFALOSPORINAS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
8385,ceftriaxona dissódica hemieptaidratada,GENÉRICO,100430710,2025-01-04,253510046250092,CEFALOSPORINAS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
8386,ceftriaxona dissódica hemieptaidratada,GENÉRICO,155620054,2029-01-09,25351648886201855,CEFALOSPORINAS,05439635000103,ANTIBIÓTICOS DO BRASIL LTDA,CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
8387,ceftriaxona dissódica hemieptaidratada,GENÉRICO,116370174,2032-01-04,25351553090202111,CEFALOSPORINAS,58430828000160,BLAU FARMACÊUTICA S.A.,CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA +  CLORIDRATO DE LIDOCAÍNA MONOIDRATADA 
8388,ceftriaxona sódica,GENÉRICO,155840619,2032-01-04,25351042792202173,CEFALOSPORINAS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CEFTRIAXONA SÓDICA
8389,cefuroxima sódica,GENÉRICO,100630236,2025-01-11,25351013827201519,ANTIBIOTICOS SISTEMICOS SIMPLES,33258401000103,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,CEFUROXIMA SÓDICA
8390,celecoxibe,GENÉRICO,100431220,2027-01-08,25351810811201650,ANTINFLAMATORIOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CELECOXIBE
8391,celecoxibe,GENÉRICO,105730606,2026-01-05,25351849229201823,ANTINFLAMATORIOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CELECOXIBE
8392,celecoxibe,GENÉRICO,156510078,2029-01-08,25351743320201301,ANTINFLAMATORIOS,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,CELECOXIBE
8393,celecoxibe,GENÉRICO,123520260,2029-01-11,25351570725201449,ANTINFLAMATORIOS,73663650000190,RANBAXY FARMACÊUTICA LTDA,CELECOXIBE
8394,celecoxibe,GENÉRICO,155840580,2030-01-01,25351322966201964,ANTINFLAMATORIOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CELECOXIBE
8395,celecoxibe,GENÉRICO,102351330,2030-01-01,25351440192201316,ANTINFLAMATORIOS,57507378000365,EMS S/A,CELECOXIBE
8396,celecoxibe,GENÉRICO,126750381,2030-01-04,25351092627202081,ANTINFLAMATORIOS,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,CELECOXIBE
8397,celecoxibe,GENÉRICO,105830977,2030-01-07,25351169609202003,ANTINFLAMATORIOS,45992062000165,GERMED FARMACEUTICA LTDA,CELECOXIBE
8398,celecoxibe,GENÉRICO,155840588,2030-01-07,25351255803201969,ANTINFLAMATORIOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CELECOXIBE
8399,celecoxibe,GENÉRICO,105350221,2031-01-07,25351392912201966,ANTINFLAMATORIOS,17115437000173,LABORATÓRIO GLOBO SA,CELECOXIBE
8400,cetoconazol,GENÉRICO,125680123,2025-01-05,25351279424200488,ANTIMICOTICO,73856593000166,PRATI DONADUZZI & CIA LTDA,CETOCONAZOL
8401,cetoconazol,GENÉRICO,125680192,2028-01-04,25351434605200726,ANTIMICOTICO,73856593000166,PRATI DONADUZZI & CIA LTDA,CETOCONAZOL
8402,cetoconazol,GENÉRICO,141070064,2028-01-07,25351415777200709,ANTIMICOTICO,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,CETOCONAZOL
8403,cetoconazol,GENÉRICO,105350182,2026-01-05,25351006301201663,ANTIMICOTICO,17115437000173,LABORATÓRIO GLOBO SA,CETOCONAZOL
8404,cetoconazol,GENÉRICO,154230254,2027-01-01,25351417838201655,ANTIMICOTICOS SISTEMICOS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CETOCONAZOL
8405,cetoconazol,GENÉRICO,104810129,2027-01-04,25351091939201772,ANTIMICOTICO,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA,CETOCONAZOL
8406,cetoconazol,GENÉRICO,103700715,2028-01-04,25351188536201745,ANTIMICOTICO,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CETOCONAZOL
8407,cetoconazol,GENÉRICO,105350216,2030-01-06,25351417785201915,ANTIMICOTICO,17115437000173,LABORATÓRIO GLOBO SA,CETOCONAZOL
8408,cetoconazol,GENÉRICO,103920200,2031-01-02,25351958008202060,ANTIMICOTICO,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,CETOCONAZOL
8409,cetoconazol + betametasona + sulfato de neomicina,GENÉRICO,141070634,2030-01-09,25351594288201514,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,BETAMETASONA +  CETOCONAZOL +  SULFATO DE NEOMICINA
8410,cetoconazol + dipropionato de betametasona,GENÉRICO,167730365,2025-01-12,25351661775201075,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
8411,cetoconazol + dipropionato de betametasona,GENÉRICO,154230263,2027-01-04,25351165882201755,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
8412,cetoconazol + dipropionato de betametasona + sulfato de neomicina,GENÉRICO,104400207,2028-01-03,25351018333201873,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,33173097000274,CELLERA FARMACÊUTICA S.A.,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
8413,cetoconazol + dipropionato de betametasona + sulfato de neomicina,SIMILAR,102351273,2028-01-08,25351257236201802,ANTIMICOTICOS PARA USO TOPICO,57507378000365,EMS S/A,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
8414,cetoconazol + dipropionato de betametasona + sulfato de neomicina,GENÉRICO,105730683,2026-01-12,25351861681201863,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
8415,cetoconazol + dipropionato de betametasona + sulfato de neomicina,GENÉRICO,126750358,2029-01-08,2.53513E+16,ANTIMICOTICOS PARA USO TOPICO,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
8416,cetoconazol+ dipropionato de betametasona,GENÉRICO,103700497,2026-01-10,25351096395200682,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
8417,cetoconazol+dipropionato de betametasona,GENÉRICO,105350168,2029-01-12,25351056489200881,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,17115437000173,LABORATÓRIO GLOBO SA,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
8418,cetoconazol+dipropionato de betametasona+sulfato de neomicina,GENÉRICO,104810116,2026-01-05,25351957969201671,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
8419,cetoconazol+dipropionato de betametasona+sulfato de neomicina,GENÉRICO,143810245,2029-01-12,25351557839201984,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,02814497000107,CIMED INDUSTRIA S.A,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
8420,cetoprofeno,GENÉRICO,103700555,2026-01-02,25351526784200934,ANTINFLAMATORIOS ANTIREUMATICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CETOPROFENO
8421,cetoprofeno,GENÉRICO,100431214,2027-01-07,25351306243201756,ANTINFLAMATORIOS ANTIREUMATICOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CETOPROFENO
8422,cetoprofeno,GENÉRICO,102351254,2028-01-03,25351662658201464,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,57507378000365,EMS S/A,CETOPROFENO
8423,cetoprofeno,GENÉRICO,105830925,2028-01-04,25351703420201404,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,45992062000165,GERMED FARMACEUTICA LTDA,CETOPROFENO
8424,cetoprofeno,GENÉRICO,126750316,2028-01-04,25351703517201417,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,CETOPROFENO
8425,cetoprofeno,GENÉRICO,167730582,2028-01-04,25351703186201415,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CETOPROFENO
8426,cetoprofeno,GENÉRICO,183260452,2027-01-05,25351647581201915,ANTINFLAMATORIOS ANTIREUMATICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CETOPROFENO
8427,cetoprofeno,GENÉRICO,104971462,2031-01-05,25351482782202096,ANTINFLAMATORIOS ANTIREUMATICOS + CETOPROFENO,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CETOPROFENO
8428,cetorolaco de trometamol,GENÉRICO,155840091,2029-01-01,25351534925201119,ANTINFLAMATORIOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,TROMETAMOL CETOROLACO 
8429,ciclopirox olamina,GENÉRICO,103700748,2030-01-08,25351007285201238,ANTIMICOTICOS PARA USO TOPICO,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CICLOPIROX OLAMINA
8430,ciclosporina,GENÉRICO,100470640,2031-01-05,25351254184202118,AGENTE IMUNOSUPRESSOR + IMUNOSUPRESSOR,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,CICLOSPORINA
8431,cilostazol,GENÉRICO,102351263,2028-01-05,25351714053201717,ANTITROMBOTICO,57507378000365,EMS S/A,CILOSTAZOL
8432,cilostazol,GENÉRICO,105730553,2028-01-03,25351689296201882,ANTITROMBOTICO,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CILOSTAZOL
8433,cilostazol,GENÉRICO,105831008,2032-01-04,25351049658202284,ANTITROMBOTICO,45992062000165,GERMED FARMACEUTICA LTDA,CILOSTAZOL
8434,cilostazol,GENÉRICO,167730066,2032-01-04,25351101257202242,ANTITROMBOTICO,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CILOSTAZOL
8435,cimetidina,GENÉRICO,103700285,2030-01-03,253510003140091,ANTIULCEROSOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CIMETIDINA
8436,ciprofibrato,GENÉRICO,155840195,2026-01-01,25351534907201127,ANTILIPEMICOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CIPROFIBRATO
8437,ciprofibrato,GENÉRICO,100890391,2027-01-03,25351060021201781,ANTILIPEMICOS,33069212000184,MERCK S/A,CIPROFIBRATO
8438,ciprofibrato,GENÉRICO,103920180,2027-01-05,25351164123201775,ANTILIPEMICOS,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,CIPROFIBRATO
8439,ciprofibrato,GENÉRICO,100431221,2027-01-08,25351186931201793,ANTILIPEMICOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CIPROFIBRATO
8440,ciprofibrato,GENÉRICO,109740257,2028-01-05,25351114942201852,ANTILIPEMICOS,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,CIPROFIBRATO
8441,ciprofibrato,GENÉRICO,143810233,2029-01-06,25351787670201150,ANTILIPEMICOS,02814497000107,CIMED INDUSTRIA S.A,CIPROFIBRATO
8442,ciprofibrato,GENÉRICO,183260422,2027-01-10,25351627021201936,ANTILIPEMICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CIPROFIBRATO
8443,ciprofibrato,GENÉRICO,105350225,2032-01-04,25351743313202130,ANTILIPEMICOS,17115437000173,LABORATÓRIO GLOBO SA,CIPROFIBRATO
8444,ciprofloxacino,GENÉRICO,100410153,2025-01-05,25351042139201372,ANTIBIOTICOS SISTEMICOS SIMPLES,49324221000104,FRESENIUS KABI BRASIL LTDA,CIPROFLOXACINO
8445,ciprofloxacino,GENÉRICO,103110155,2025-01-10,25351171101201842,ANTIBIOTICOS SISTEMICOS SIMPLES,01571702000198,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,CIPROFLOXACINO
8446,ciprofloxacino,GENÉRICO,100431427,,25351651463202037,ANTIBIOTICOS SISTEMICOS SIMPLES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CIPROFLOXACINO
8447,citalopram,GENÉRICO,100681143,2027-01-09,25351472974201799,ANTIDEPRESSIVOS,56994502000130,NOVARTIS BIOCIENCIAS S.A,BROMIDRATO DE CITALOPRAM
8448,citalopram,GENÉRICO,155840593,2031-01-03,25351688306202087,ANTIDEPRESSIVOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CITALOPRAM
8449,citrato de fentanila,GENÉRICO,113430151,2027-01-10,25351119041200702,ANALGESICOS NARCOTICOS,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CITRATO DE FENTANILA
8450,citrato de fentanila,GENÉRICO,103700588,2027-01-12,25351638875201017,ANALGESICOS NARCOTICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CITRATO DE FENTANILA
8451,citrato de fentanila,GENÉRICO,100410166,2023-01-08,25351235758202060,ANALGESICOS NARCOTICOS,49324221000104,FRESENIUS KABI BRASIL LTDA,CITRATO DE FENTANILA
8452,citrato de sildenafila,GENÉRICO,102351117,2026-01-01,25351384649201516,VASODILATADORES,57507378000365,EMS S/A,CITRATO DE SILDENAFILA
8453,citrato de sildenafila,GENÉRICO,105830791,2026-01-06,25351321371201475,VASODILATADORES,45992062000165,GERMED FARMACEUTICA LTDA,CITRATO DE SILDENAFILA
8454,citrato de sildenafila,GENÉRICO,126250101,2026-01-07,25351068508201478,VASODILATADORES,00394502007157,LABORATÓRIO FARMACÊUTICO DA MARINHA,CITRATO DE SILDENAFILA
8455,citrato de sildenafila,GENÉRICO,167730424,2026-01-08,25351321590201405,VASODILATADORES,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CITRATO DE SILDENAFILA
8456,citrato de sildenafila,GENÉRICO,126750198,2026-01-08,25351458324201498,VASODILATADORES,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,CITRATO DE SILDENAFILA
8457,citrato de sildenafila,GENÉRICO,105830819,2026-01-10,25351376014201537,VASODILATADORES,45992062000165,GERMED FARMACEUTICA LTDA,CITRATO DE SILDENAFILA
8458,citrato de sildenafila,GENÉRICO,167730451,2026-01-10,25351375969201577,VASODILATADORES,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CITRATO DE SILDENAFILA
8459,citrato de sildenafila,GENÉRICO,126250102,2026-01-10,25351743544201414,VASODILATADORES,00394502007157,LABORATÓRIO FARMACÊUTICO DA MARINHA,CITRATO DE SILDENAFILA
8460,citrato de sildenafila,GENÉRICO,135690694,2026-01-12,25351413402201514,VASODILATADORES,00923140000131,EMS SIGMA PHARMA LTDA,CITRATO DE SILDENAFILA
8461,citrato de sildenafila,GENÉRICO,143810213,2028-01-08,25351000248201247,VASODILATADORES,02814497000107,CIMED INDUSTRIA S.A,CITRATO DE SILDENAFILA
8462,citrato de sildenafila,GENÉRICO,156510071,2029-01-02,25351714726201175,VASODILATADORES,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,CITRATO DE SILDENAFILA
8463,citrato de sildenafila,GENÉRICO,151670053,2029-01-06,25351061247201323,VASODILATADORES,04301884000175,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,CITRATO DE SILDENAFILA
8464,citrato de tamoxifeno,GENÉRICO,116370130,2025-01-05,25351666834201437,ANTINEOPLASICO,58430828000160,BLAU FARMACÊUTICA S.A.,CITRATO DE TAMOXIFENO
8465,citrato de tamoxifeno,GENÉRICO,126750304,2028-01-01,25351859619201640,ANTINEOPLASICO,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,CITRATO DE TAMOXIFENO
8466,citrato de tamoxifeno,GENÉRICO,105830927,2028-01-06,25351212788201883,ANTINEOPLASICO,45992062000165,GERMED FARMACEUTICA LTDA,CITRATO DE TAMOXIFENO
8467,citrato de tamoxifeno,GENÉRICO,167730587,2028-01-06,25351212789201828,ANTINEOPLASICO,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CITRATO DE TAMOXIFENO
8468,citrato de tamoxifeno,GENÉRICO,112330052,2028-01-11,25351613659201817,ANTINEOPLASICO,00394429009914,LABORATORIO QUIMICO FARMACEUTICO DA AERONAUTICA,CITRATO DE TAMOXIFENO
8469,claquinona,SIMILAR,105830634,2029-01-03,25351380252200818,DESMELANIZANTES,45992062000165,GERMED FARMACEUTICA LTDA,HIDROQUINONA
8470,claritromicina,GENÉRICO,155620025,2026-01-10,25351127392200606,MACROLIDEOS,05439635000103,ANTIBIÓTICOS DO BRASIL LTDA,CLARITROMICINA
8471,claritromicina,GENÉRICO,105530382,2027-01-09,25351155753201759,MACROLIDEOS,56998701000116,ABBOTT LABORATÓRIOS DO BRASIL LTDA,CLARITROMICINA
8472,claritromicina,GENÉRICO,105830943,2028-01-11,25351613418201860,ANTIBIOTICOS SISTEMICOS SIMPLES,45992062000165,GERMED FARMACEUTICA LTDA,CLARITROMICINA
8473,claritromicina,GENÉRICO,141070628,2030-01-01,25351495528201601,MACROLÍDEOS,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,CLARITROMICINA
8474,claritromicina,GENÉRICO,109650004,2031-01-11,25351876153202023,MACROLÍDEOS,09117476000181,MANDALA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE PRODUTO MÉDICO HOSP,CLARITROMICINA
8475,clonazepam,GENÉRICO,102350752,2025-01-05,25351052367200572,ANTICONVULSIVANTES,57507378000365,EMS S/A,CLONAZEPAM
8476,clonazepam,GENÉRICO,105830429,2025-01-05,25351052241200506,ANTICONVULSIVANTES,45992062000165,GERMED FARMACEUTICA LTDA,CLONAZEPAM
8477,clonazepam,GENÉRICO,113430166,2029-01-04,25351211961200854,ANTICONVULSIVANTES,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLONAZEPAM
8478,clonazepam,GENÉRICO,103700553,2026-01-01,25351332450200974,ANTICONVULSIVANTES,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLONAZEPAM
8479,clonazepam,GENÉRICO,167730324,2025-01-05,25351668060201057,ANTICONVULSIVANTES,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLONAZEPAM
8480,clonazepam,GENÉRICO,110390180,2029-01-08,25351149929201479,ANTICONVULSIVANTES,43640754000119,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,CLONAZEPAM
8481,clonazepam,GENÉRICO,105830836,2026-01-11,25351330412201515,ANTICONVULSIVANTES,45992062000165,GERMED FARMACEUTICA LTDA,CLONAZEPAM
8482,clonazepam,GENÉRICO,167730490,2026-01-12,25351330381201594,ANTICONVULSIVANTES,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLONAZEPAM
8483,clonazepam,GENÉRICO,125680270,2028-01-10,25351730932201110,ANTICONVULSIVANTES,73856593000166,PRATI DONADUZZI & CIA LTDA,CLONAZEPAM
8484,clonazepam,GENÉRICO,102980500,2028-01-12,25351854703201641,ANTICONVULSIVANTES,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLONAZEPAM
8485,clonazepam,GENÉRICO,102980554,2031-01-03,25351810498201808,ANTICONVULSIVANTES,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLONAZEPAM
8486,clonixinato de lisina,GENÉRICO,105830904,2027-01-07,25351364438201630,ANTINFLAMATORIOS,45992062000165,GERMED FARMACEUTICA LTDA,CLONIXINATO DE LISINA
8487,clonixinato de lisina + cloridrato de ciclobenzaprin,GENÉRICO,102351126,2026-01-02,25351767716201422,ANALGESICOS,57507378000365,EMS S/A,CLONIXINATO DE LISINA +  CLORIDRATO DE CICLOBENZAPRINA
8488,cloridarto de memantina,GENÉRICO,183260366,2029-01-07,25351838728201895,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CLORIDRATO DE MEMANTINA
8489,cloridrato de ambroxol,GENÉRICO,125680039,2027-01-01,253510349670136,EXPECTORANTES BALSAMICOS E MUCOLITICO,73856593000166,PRATI DONADUZZI & CIA LTDA,CLORIDRATO DE AMBROXOL
8490,cloridrato de ambroxol,GENÉRICO,147610014,2028-01-08,25351371469200756,EXPECTORANTES BALSAMICOS E MUCOLITICO,65271900000119,NATIVITA IND. COM. LTDA.,CLORIDRATO DE AMBROXOL
8491,cloridrato de ambroxol,GENÉRICO,147610015,2029-01-04,25351276135200851,EXPECTORANTES BALSAMICOS E MUCOLITICO,65271900000119,NATIVITA IND. COM. LTDA.,CLORIDRATO DE AMBROXOL
8492,cloridrato de ambroxol,GENÉRICO,104810110,2026-01-04,25351862526201601,EXPECTORANTES BALSAMICOS E MUCOLITICO,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA,CLORIDRATO DE AMBROXOL
8493,cloridrato de ambroxol,GENÉRICO,105830885,2027-01-03,25351392700201636,EXPECTORANTES BALSAMICOS E MUCOLITICO,45992062000165,GERMED FARMACEUTICA LTDA,CLORIDRATO DE AMBROXOL
8494,cloridrato de ambroxol,GENÉRICO,126750282,2027-01-05,25351221110201620,EXPECTORANTES BALSAMICOS E MUCOLITICO,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,CLORIDRATO DE AMBROXOL
8495,cloridrato de ambroxol,GENÉRICO,167730549,2027-01-05,25351222303201606,EXPECTORANTES BALSAMICOS E MUCOLITICO,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE AMBROXOL
8496,cloridrato de amilorida + hidroclorotiazida,GENÉRICO,105830837,2026-01-11,25351384673201547,ASSOCIACAO DE FARMACOS COM ACAO DIURETICA,45992062000165,GERMED FARMACEUTICA LTDA,CLORIDRATO DE AMILORIDA +  HIDROCLOROTIAZIDA
8497,cloridrato de amilorida + hidroclorotiazida,GENÉRICO,167730474,2026-01-11,25351384689201550,ASSOCIACAO DE FARMACOS COM ACAO DIURETICA,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE AMILORIDA +  HIDROCLOROTIAZIDA
8498,cloridrato de amiodarona,GENÉRICO,113430122,2025-01-08,25351181552200573,ANTIARRITMICOS,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLORIDRATO DE AMIODARONA
8499,cloridrato de amiodarona,GENÉRICO,123520189,2026-01-12,25351428031200595,ANTIARRITMICOS,73663650000190,RANBAXY FARMACÊUTICA LTDA,CLORIDRATO DE AMIODARONA
8500,cloridrato de amiodarona,GENÉRICO,154230277,2028-01-07,25351679230201234,ANTIARRITMICOS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE AMIODARONA
8501,cloridrato de amiodarona,GENÉRICO,156510070,2029-01-01,25351711988201242,ANTIARRITMICOS,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,CLORIDRATO DE AMIODARONA
8502,cloridrato de amiodarona,GENÉRICO,100410206,2029-01-07,25351936251202027,ANTIARRITMICOS,49324221000104,FRESENIUS KABI BRASIL LTDA,CLORIDRATO DE AMIODARONA
8503,cloridrato de amitriptilina,GENÉRICO,100430896,2028-01-10,25351222724200223,ANTIDEPRESSIVOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE AMITRIPTILINA
8504,cloridrato de amitriptilina,GENÉRICO,103700510,2028-01-01,25351087352200797,ANTIDEPRESSIVOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE AMITRIPTILINA
8505,cloridrato de amitriptilina,GENÉRICO,155840067,2029-01-09,25351534978201189,ANTIDEPRESSIVOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE AMITRIPTILINA
8506,cloridrato de amitriptilina,GENÉRICO,105830799,2026-01-07,25351087696201697,ANTIDEPRESSIVOS,45992062000165,GERMED FARMACEUTICA LTDA,CLORIDRATO DE AMITRIPTILINA
8507,cloridrato de amitriptilina,GENÉRICO,167730427,2026-01-08,25351087697201631,ANTIDEPRESSIVOS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE AMITRIPTILINA
8508,cloridrato de amitriptilina,GENÉRICO,126750339,2028-01-12,25351745794201812,ANTIDEPRESSIVOS,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,CLORIDRATO DE AMITRIPTILINA
8509,cloridrato de benazepril,GENÉRICO,109740289,2030-01-01,25351144258201986,ANTI-HIPERTENSIVOS SIMPLES,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,CLORIDRATO DE BENAZEPRIL
